Yr/Seas,Host,Nationalities,Leader (s),Route(s),Result,Smtrs,Dead,Exped ID,Year,expedition_code,member_count,total_members,death_mbrs,hired_deaths,hired_count,hired_DR,mbr_DR
2021 Spr,Nepal,"Austria, Germany, Israel, Norway, USA",Lukas Furtenbach,S Col-SE Ridge,Other,,,EVER-211-18,2021,EVER211182021,9,9,0,0,0,#DIV/0!,0
2021 Spr,Nepal,"USA, Austria, Germany, India, Italy, Kuwait, Lithuania, Morocco, Nepal, Poland, Romania, UK",Khai Van Nguyen,S Col-SE Ridge,Success,20,,EVER-211-19,2021,EVER211192021,26,16,0,0,10,0,0
2021 Spr,Nepal,"Ukraine, Belarus, Moldova",Valentyn Sypavin,S Col-SE Ridge,Success,10,,EVER-211-20,2021,EVER211202021,10,5,0,0,5,0,0
2021 Spr,Nepal,"Canada, Argentina, France, Norway, USA",Elia Saikaly,S Col-SE Ridge,Success,17,,EVER-211-21,2021,EVER211212021,17,5,0,0,12,0,0
2021 Spr,Nepal,"USA, UK",Dan Mazur,S Col-SE Ridge,Success,7,,EVER-211-22,2021,EVER211222021,12,8,0,0,4,0,0
2021 Spr,Nepal,"Bahrain, UK","Richard McConnell, Christopher Burrows",S Col-SE Ridge,Success,43,,EVER-211-23,2021,EVER211232021,47,16,0,0,31,0,0
2021 Spr,Nepal,"Netherlands, China, Mexico, USA",Arnold Coster,S Col-SE Ridge,Success,17,,EVER-211-24,2021,EVER211242021,18,9,0,0,9,0,0
2021 Spr,Nepal,"India, Argentina,Austria,Germany,Hungary,Iran,Ireland,Israel,Japan,Latvia,Pakistan, Poland,Russia,S Africa,Spain,Switzerland,Tajikistan,UK,Ukraine,USA, Uzbekistan",Umesh Zirpe,S Col-SE Ridge,Success,46,2,EVER-211-25,2021,EVER211252021,61,37,2,0,24,0,0.054054054
2021 Spr,Nepal,Nepal,Pasang Phurba Sherpa,S Col-SE Ridge,Success,5,,EVER-211-26,2021,EVER211262021,12,10,0,0,2,0,0
2021 Spr,Nepal,India,"Rhagubir Lal, Loveraj Singh Dharmshaktu",S Col-SE Ridge,Unknown,,,EVER-211-27,2021,EVER211272021,30,30,0,0,0,#DIV/0!,0
2021 Spr,Nepal,China,Zhang Wei,S Col-SE Ridge,Success,19,1,EVER-211-28,2021,EVER211282021,23,13,0,1,10,0.1,0
2021 Spr,Nepal,China,Song Yu-Jiang,S Col-SE Ridge,Success,15,,EVER-211-29,2021,EVER211292021,18,10,0,0,8,0,0
2021 Spr,Nepal,"USA, Denmark, Iceland",Craig Van Hoy,S Col-SE Ridge,Success,7,,EVER-211-30,2021,EVER211302021,11,7,0,0,4,0,0
2021 Spr,Nepal,"India, France, Italy, Japan, S Korea",Harshvardhan Joshi,S Col-SE Ridge,Success,8,,EVER-211-31,2021,EVER211312021,13,8,0,0,5,0,0
2021 Spr,Nepal,"Nepal, China, Pakistan",Mingma Gyalje Sherpa,S Col-SE Ridge,Success,15,,EVER-211-32,2021,EVER211322021,16,10,0,0,6,0,0
2021 Spr,Nepal,India,Manish Kashniyal,S Col-SE Ridge,Success,7,,EVER-211-33,2021,EVER211332021,7,3,0,0,4,0,0
2021 Spr,Nepal,India,Dinesh Kotkar,S Col-SE Ridge,Success,5,,EVER-211-34,2021,EVER211342021,7,4,0,0,3,0,0
2021 Spr,Nepal,Nepal,Binod Mani Rai,S Col-SE Ridge,Success,2,,EVER-211-35,2021,EVER211352021,4,3,0,0,1,0,0
2021 Spr,Nepal,"France, Cuba, Japan",Jonathan Lamy,S Col-SE Ridge,Success,7,,EVER-211-36,2021,EVER211362021,11,6,0,0,5,0,0
2021 Spr,Nepal,"Romania, El Salvador, Estonia, India, Japan, Montenegro, UK, USA",Maria Danila,S Col-SE Ridge,Success,2,,EVER-211-37,2021,EVER211372021,12,10,0,0,2,0,0
2021 Spr,Nepal,"Taiwan, China, Nepal",Tseng K-Erh (Grace),S Col-SE Ridge,Success,7,,EVER-211-38,2021,EVER211382021,7,3,0,0,4,0,0
2021 Spr,Nepal,"Nepal, Canada, UK, USA",Nirmal Purja,S Col-SE Ridge,Success,15,,EVER-211-39,2021,EVER211392021,17,9,0,0,8,0,0
2021 Spr,Nepal,"Brazil, Poland",Carlos Santalena,S Col-SE Ridge,Success,13,,EVER-211-40,2021,EVER211402021,15,8,0,0,7,0,0
2021 Spr,Nepal,"USA, Canada, Ireland, Poland, S Africa",Jacob Schmitz,S Col-SE Ridge,Bad Weather,,,EVER-211-41,2021,EVER211412021,10,10,0,0,0,#DIV/0!,0
2021 Spr,Nepal,"UK, Finland, Switzerland, USA",Phil Crampton,S Col-SE Ridge,Success,5,,EVER-211-42,2021,EVER211422021,7,4,0,0,3,0,0
2021 Spr,Nepal,"France, Hungary, Nepal, Switzerland, USA",Bernard Muller,S Col-SE Ridge,Bad Weather,,,EVER-211-43,2021,EVER211432021,9,9,0,0,0,#DIV/0!,0
2021 Spr,Nepal,Belarus,Sviatlana Kuzkova,S Col-SE Ridge,Success,2,,EVER-211-44,2021,EVER211442021,2,1,0,0,1,0,0
2021 Spr,Nepal,Nepal,Ram Sharan Upreti,S Col-SE Ridge,Success,2,,EVER-211-45,2021,EVER211452021,5,4,0,0,1,0,0
2021 Spr,Nepal,Nepal,Purna Kumar Sherpa,S Col-SE Ridge,Success,3,,EVER-211-46,2021,EVER211462021,3,2,0,0,1,0,0
2021 Spr,Nepal,"Nepal, USA",Namgya Sherpa,S Col-SE Ridge,"Illness, AMS",,,EVER-211-47,2021,EVER211472021,2,2,0,0,0,#DIV/0!,0
2021 Spr,Nepal,"UK, Italy, Palestine, UAE",Mustafa Salameh,S Col-SE Ridge,Unknown,,,EVER-211-48,2021,EVER211482021,4,4,0,0,0,#DIV/0!,0
2021 Spr,Nepal,"Russia, Canada",Oxana Morneva,S Col-SE Ridge,Success,1,,EVER-211-49,2021,EVER211492021,3,2,0,0,1,0,0
2021 Spr,Nepal,"Nepal, China, India",Chatur Tamang,S Col-SE Ridge,Success,4,,EVER-211-50,2021,EVER211502021,5,3,0,0,2,0,0
2021 Spr,China,China,Tsering Samdrup,N Col-NE Ridge,Other,,,EVER-211-51,2021,EVER211512021,1,21,0,0,-20,0,0
2021 Win,Nepal,Germany,Jost Kobusch,Lho La-W Ridge-N Face (Hornbein Couloir),Bad Weather,,,EVER-214-01,2021,EVER214012021,1,1,0,0,0,#DIV/0!,0
2022 Spr,Nepal,Nepal,Sherpa Rope-Fixing,S Col-SE Ridge,Success,11,,EVER-221-01,2022,EVER221012022,11,0,0,0,11,0,#DIV/0!
2022 Spr,Nepal,"USA, Australia, Canada, Germany",Justin Merle,S Col-SE Ridge,Success,22,1,EVER-221-02,2022,EVER221022022,25,10,0,1,15,0.066666667,0
2022 Spr,Nepal,"USA, Argentina, Australia, Canada, Egypt, France, UK",Mike Hamill,S Col-SE Ridge,Success,34,,EVER-221-03,2022,EVER221032022,41,18,0,0,23,0,0
2022 Spr,Nepal,"USA, Canada, Germany, Ireland, Japan, UK",Dan Mazur,S Col-SE Ridge,Success,19,,EVER-221-04,2022,EVER221042022,25,16,0,0,9,0,0
2022 Spr,Nepal,"Nepal, China, Croatia, Czech Republic, India, Japan, S Africa, UK, USA",Dawa Steven Sherpa,S Col-SE Ridge,Success,23,,EVER-221-05,2022,EVER221052022,29,16,0,0,13,0,0
2022 Spr,Nepal,"USA, Argentina, Canada, Ireland, Israel, UK",Garrett Madison,S Col-SE Ridge,Success,30,,EVER-221-06,2022,EVER221062022,35,17,0,0,18,0,0
2022 Spr,Nepal,"UK, Canada",Kenton Cool,S Col-SE Ridge,Success,9,,EVER-221-07,2022,EVER221072022,9,3,0,0,6,0,0
2022 Spr,Nepal,"UK, Australia, Russia",Philip De-Beger,S Col-SE Ridge,Success,11,,EVER-221-08,2022,EVER221082022,12,6,0,0,6,0,0
2022 Spr,Nepal,"Austria, Australia, Canada, Germany, Ireland, Israel, New Zealand, UK, USA",Lukas Furtenbach,S Col-SE Ridge,Success,44,,EVER-221-09,2022,EVER221092022,46,19,0,0,27,0,0
2022 Spr,Nepal,"UK, Sweden",Stuart Peacock,S Col-SE Ridge,Success,11,,EVER-221-10,2022,EVER221102022,13,7,0,0,6,0,0
2022 Spr,Nepal,"UK, Iran",Sean James,S Col-SE Ridge,Success,10,,EVER-221-11,2022,EVER221112022,10,6,0,0,4,0,0
2022 Spr,Nepal,USA,Ben Jones,S Col-SE Ridge,Success,6,,EVER-221-12,2022,EVER221122022,7,4,0,0,3,0,0
2022 Spr,Nepal,"USA, Nepal, UK","Baker Perry, Peter Athans",S Col-SE Ridge,Success,15,,EVER-221-13,2022,EVER221132022,18,5,0,0,13,0,0
2022 Spr,Nepal,"USA, Canada, Kenya",Frederick Campbell,S Col-SE Ridge,Success,20,,EVER-221-14,2022,EVER221142022,24,11,0,0,13,0,0
2022 Spr,Nepal,"Russia, Israel, Nepal, USA",Alex Abramov,S Col-SE Ridge,Success,35,1,EVER-221-15,2022,EVER221152022,38,15,1,0,23,0,0.066666667
2022 Spr,Nepal,"USA, Ecuador, Finland, India, Ireland, Japan, Mexico, Mongolia, Nepal, Oman, Switzerland, UAE, UK",Hedayet Ali,S Col-SE Ridge,Success,40,,EVER-221-16,2022,EVER221162022,44,18,0,0,26,0,0
2022 Spr,Nepal,"Netherlands, Ireland, Nepal, S Korea, UK, Vietnam",Arnold Coster,S Col-SE Ridge,Success,10,,EVER-221-17,2022,EVER221172022,15,9,0,0,6,0,0
2022 Spr,Nepal,Spain,Luis Carcavilla,S Col-SE Ridge,Success,2,,EVER-221-18,2022,EVER221182022,2,1,0,0,1,0,0
2022 Spr,Nepal,"Uruguay, Canada, China, El Salvador, Germany, India, Iran, Lithuania, Malaysia, Mexico, Russia, UK, Ukraine, USA, Venezuela",Vanessa Estol Garay,S Col-SE Ridge,Success,35,,EVER-221-19,2022,EVER221192022,39,19,0,0,20,0,0
2022 Spr,Nepal,"Nepal, Australia, Austria, Brazil, Bulgaria, Ecuador, France, Mexico, Poland, Qatar, S Africa, Saudi Arabia, Sweden, UK",Nirmal Purja,S Col-SE Ridge,Success,43,,EVER-221-20,2022,EVER221202022,44,17,0,0,27,0,0
2022 Spr,Nepal,"India, Belarus, Canada, China, France, Iran, Malaysia, Mexico, Mongolia, Nepal, Norway, Russia, USA",Sunil Nataraj,S Col-SE Ridge,Success,43,,EVER-221-21,2022,EVER221212022,45,17,0,0,28,0,0
2022 Spr,Nepal,"Nepal, Canada, India, USA",Nga Tenji Sherpa,S Col-SE Ridge,Success,21,,EVER-221-22,2022,EVER221222022,24,10,0,0,14,0,0
2022 Spr,Nepal,"Nepal, India",Narbin Magar,S Col-SE Ridge,Success,9,1,EVER-221-23,2022,EVER221232022,10,7,1,0,3,0,0.142857143
2022 Spr,Nepal,"Nepal, Australia, China, Pakistan, Portugal, Russia, Thailand",Mingma Gyalje Sherpa,S Col-SE Ridge,Success,25,,EVER-221-24,2022,EVER221242022,27,14,0,0,13,0,0
2022 Spr,Nepal,"France, Japan, Nepal, Portugal, Romania, Singapore",Jonatham Lamy,S Col-SE Ridge,Success,21,,EVER-221-25,2022,EVER221252022,25,14,0,0,11,0,0
2022 Spr,Nepal,"India, China, Italy, USA",Hemant Leuva,S Col-SE Ridge,Success,22,,EVER-221-26,2022,EVER221262022,25,12,0,0,13,0,0
2022 Spr,Nepal,"Vietnam, Belgium, Canada, Iran, Iraq, UK",Phan Thanh-Nhien,S Col-SE Ridge,Success,16,,EVER-221-27,2022,EVER221272022,17,8,0,0,9,0,0
2022 Spr,Nepal,"India, USA",Jay Kohlatkar,S Col-SE Ridge,Success,6,,EVER-221-28,2022,EVER221282022,7,4,0,0,3,0,0
2022 Spr,Nepal,Nepal,Kishor Adhikari,S Col-SE Ridge,Success,5,,EVER-221-29,2022,EVER221292022,12,9,0,0,3,0,0
2022 Spr,Nepal,"Australia, Denmark, France, India, USA",Kevin Farebrother,S Col-SE Ridge,Success,8,,EVER-221-30,2022,EVER221302022,11,6,0,0,5,0,0
2022 Spr,Nepal,"Hungary, Austria, Japan, Nepal, Sweden",Emil Neszmelyi,S Col-SE Ridge,Success,9,,EVER-221-31,2022,EVER221312022,10,5,0,0,5,0,0
2022 Spr,Nepal,"Nepal, Australia, Brazil, Honduras, Ireland, Norway, USA",Sumit Joshi,S Col-SE Ridge,Success,14,,EVER-221-32,2022,EVER221322022,20,11,0,0,9,0,0
2022 Spr,Nepal,"UK, Finland, USA",Phil Crampton,S Col-SE Ridge,Success,8,,EVER-221-33,2022,EVER221332022,10,4,0,0,6,0,0
2022 Spr,Nepal,"Canada, Finland, France, Nepal",Nicolas Boily,S Col-SE Ridge,Success,9,,EVER-221-34,2022,EVER221342022,11,4,0,0,7,0,0
2022 Spr,Nepal,Nepal,"Bishnu Bhusal, Priti Bhusal",S Col-SE Ridge,Success,8,,EVER-221-35,2022,EVER221352022,8,2,0,0,6,0,0
2022 Spr,Nepal,USA,Tenzing Jangbu Sherpa,S Col-SE Ridge,Success,2,,EVER-221-36,2022,EVER221362022,2,1,0,0,1,0,0
2022 Spr,Nepal,Russia,Oxana Morneva,S Col-SE Ridge,Success,4,,EVER-221-37,2022,EVER221372022,5,3,0,0,2,0,0
2022 Spr,Nepal,Nepal,Sagar Sunar,S Col-SE Ridge,Bad Weather,,,EVER-221-38,2022,EVER221382022,1,1,0,0,0,#DIV/0!,0
2022 Spr,Nepal,Nepal,Amit KC,S Col-SE Ridge,Not to Reach BC,,,EVER-221-39,2022,EVER221392022,2,1,0,0,1,0,0
2022 Spr,Nepal,Malaysia,Muhammad Hawari Hashim,S Col-SE Ridge,Bad Weather,,,EVER-221-40,2022,EVER221402022,4,4,0,0,0,#DIV/0!,0
2022 Spr,China,China,Tsering Samdrup,N Col-NE Ridge,Success,31,,EVER-221-41,2022,EVER221412022,12,21,0,0,-9,0,0
2022 Spr,China,China,Deqing Ouzhu,N Col-NE Ridge,Success,13,,EVER-221-42,2022,EVER221422022,1,13,0,0,-12,0,0
2022 Aut,Nepal,"Poland, Czech Republic, Spain",Andrzej Bargiel,S Sol-SE Ridge,Bad Weather,,,EVER-223-01,2022,EVER223012022,16,7,0,0,9,0,0
2023 Spr,Nepal,Nepal,Sherpa Rope-Fixing,S Col-SE Ridge,Success,9,,EVER-231-01,2023,EVER231012023,9,0,0,0,9,0,#DIV/0!
2023 Spr,Nepal,"Nepal, Australia, China, Germany, Hungary, Pakistan, S Africa, Singapore, Thailand, UK, USA",Mingma Gyalje Sherpa,S Col-SE Ridge,Success,24,3,EVER-231-02,2023,EVER231022023,32,15,0,3,17,0.176470588,0
2023 Spr,Nepal,"Nepal, China",Mingma Gyalje Sherpa,S Col-SE Ridge,Success,23,,EVER-231-03,2023,EVER231032023,29,18,0,0,11,0,0
2023 Spr,Nepal,"USA, Australia",Maxwell Bond,S Col-SE Ridge,Success,9,1,EVER-231-04,2023,EVER231042023,12,6,1,0,6,0,0.166666667
2023 Spr,Nepal,"New Zealand, Australia, Germany, Nepal, UK, USA",Guy Cotter,S Col-SE Ridge,Success,12,,EVER-231-05,2023,EVER231052023,18,11,0,0,7,0,0
2023 Spr,Nepal,"USA, Argentina, Canada, Czech Republic, Germany, Mexico, Netherlands, Switzerland, UAE, UK",Garrett Madison,S Col-SE Ridge,Success,28,1,EVER-231-06,2023,EVER231062023,35,19,1,0,16,0,0.052631579
2023 Spr,Nepal,UK,Kenton Cool,S Col-SE Ridge,Success,4,,EVER-231-07,2023,EVER231072023,4,2,0,0,2,0,0
2023 Spr,Nepal,"USA, Argentina, Australia, Brazil, Canada, Estonia, France, India, Ireland, Kuwait, Nepal, Norway, UK, Uruguay",Mike Hamill,S Col-SE Ridge,Success,48,,EVER-231-08,2023,EVER231082023,64,35,0,0,29,0,0
2023 Spr,Nepal,"Austria, Afghanistan, Canada, Germany, Ireland, Pakistan, UK, USA",Lukas Furtenbach,S Col-SE Ridge,Success,31,,EVER-231-09,2023,EVER231092023,33,14,0,0,19,0,0
2023 Spr,Nepal,"Nepal, Australia, Greece, India, Israel, Macedonia",Dawa Steven Sherpa,S Col SE Ridge,Success,23,2,EVER-231-10,2023,EVER231102023,26,13,2,0,13,0,0.153846154
2023 Spr,Nepal,China,Tao Chen,S Col-SE Ridge,Success,18,,EVER-231-11,2023,EVER231112023,24,15,0,0,9,0,0
2023 Spr,Nepal,"UK, Canada, Estonia, India, Ireland, Nepal, USA",David O'Brien,S Col-SE Ridge,Success,13,,EVER-231-12,2023,EVER231122023,16,10,0,0,6,0,0
2023 Spr,Nepal,"USA, Canada",Ben Jones,S Col-SE Ridge,Success,7,,EVER-231-13,2023,EVER231132023,8,5,0,0,3,0,0
2023 Spr,Nepal,"USA, Nepal",Baker Perry,S Col-SE Ridge,Success,4,,EVER-231-14,2023,EVER231142023,8,2,0,0,6,0,0
2023 Spr,Nepal,"Romania, China, France, India, Malaysia, S Korea, Singapore, Thailand, UK, USA",Anca Racatean,S Col-SE Ridge,Success,19,,EVER-231-15,2023,EVER231152023,33,22,0,0,11,0,0
2023 Spr,Nepal,China,Song Yu-Jiang,S Col-SE Ridge,Success,11,1,EVER-231-16,2023,EVER231162023,23,17,1,0,6,0,0.058823529
2023 Spr,Nepal,"Ukraine, Moldova",Valentyn Sypavin,S Col-SE Ridge,Success,8,,EVER-231-17,2023,EVER231172023,11,7,0,0,4,0,0
2023 Spr,Nepal,Mongolia,Zolbookhuu Ombo,S Col-SE Ridge,Success,8,,EVER-231-18,2023,EVER231182023,8,4,0,0,4,0,0
2023 Spr,Nepal,Russia,Victor Volodine,S Col-SE Ridge,Success,10,,EVER-231-19,2023,EVER231192023,10,5,0,0,5,0,0
2023 Spr,Nepal,"Russia, Israel, Latvia",Alex Abramov,S Col-SE Ridge,Success,23,,EVER-231-20,2023,EVER231202023,25,10,0,0,15,0,0
2023 Spr,Nepal,"Denmark, Canada, China, Costa Rica, Czech Republic, Estonia, Hungary, Iran, Kuwait, Mexico, Singapore, UK, USA",Marco Evaristi Sarovic,S Col-SE Ridge,Success,32,2,EVER-231-21,2023,EVER231212023,49,30,2,0,19,0,0.066666667
2023 Spr,Nepal,"Iran, Australia, Canada, Cyprus, Denmark, India, Iran, Israel, Kazakhstan, Kenya, Pakistan, Russia, Slovenia, Ukraine, UK, USA",Samad Babazadeh Anari,S Col-SE Ridge,Success,35,,EVER-231-22,2023,EVER231222023,44,22,0,0,22,0,0
2023 Spr,Nepal,"Netherlands, Belgium, Brazil, USA",Arnold Coster,S Col-SE Ridge,Success,6,,EVER-231-23,2023,EVER231232023,10,7,0,0,3,0,0
2023 Spr,Nepal,Norway,Kristin Harila,S Col-SE Ridge,Success,2,,EVER-231-24,2023,EVER231242023,2,1,0,0,1,0,0
2023 Spr,Nepal,"Spain, France",Kilian Jornet,W Ridge-Hornbein Couloir,Accident,,,EVER-231-25,2023,EVER231252023,3,3,0,0,0,#DIV/0!,0
2023 Spr,Nepal,"Kyrgyz Republic, China, Costa Rica, Germany, Italy, Malaysia, Mexico, Nepal, Russia, Ukraine, USA",Kadyrakun Nurmamatov,S Col-SE Ridge,Success,52,,EVER-231-26,2023,EVER231262023,60,29,0,0,31,0,0
2023 Spr,Nepal,"UK, Andorra, Australia, Brazil, Canada, France, India, Iran, Lithuania, Poland, Qatar, Romania, S Africa, Taiwan, USA",Nirmal Purja,S Col-SE Ridge,Success,46,,EVER-231-27,2023,EVER231272023,57,31,0,0,26,0,0
2023 Spr,Nepal,"China, Canada",Luo Biao,S Col-SE Ridge,Success,18,,EVER-231-28,2023,EVER231282023,20,11,0,0,9,0,0
2023 Spr,Nepal,China,"Shi Lei, Zhang Bao-Long",S Col-SE Ridge,Success,20,,EVER-231-29,2023,EVER231292023,24,13,0,0,11,0,0
2023 Spr,Nepal,"India, Argentina, China, Japan, Malaysia, S Africa, USA",Narender Kumar,S Col-SE Ridge,Success,14,2,EVER-231-30,2023,EVER231302023,23,15,2,0,8,0,0.133333333
2023 Spr,Nepal,Nepal,Sangita Kumari Rokaya,S Col-SE Ridge,Success,2,,EVER-231-31,2023,EVER231312023,3,3,0,0,0,#DIV/0!,0
2023 Spr,Nepal,"USA, Australia, Brazil, Cuba, Ireland, S Africa",Michael King,S Col-SE Ridge,Success,9,,EVER-231-32,2023,EVER231322023,19,14,0,0,5,0,0
2023 Spr,Nepal,"Bosnia-Herzegovina, France, Germany, India, Mexico",Tomislav Cvitanusic,S Col-SE Ridge,Success,12,,EVER-231-33,2023,EVER231332023,17,10,0,0,7,0,0
2023 Spr,Nepal,"Poland, India, USA",Tomasz Kobielski,S Col-SE Ridge,Success,13,,EVER-231-34,2023,EVER231342023,20,12,0,0,8,0,0
2023 Spr,Nepal,"Nepal, Russia",Chatur Tamang,S Col-SE Ridge,Success,6,,EVER-231-35,2023,EVER231352023,6,3,0,0,3,0,0
2023 Spr,Nepal,"USA, Canada",Ryan Waters,S Col-SE Ridge,Success,10,,EVER-231-36,2023,EVER231362023,11,6,0,0,5,0,0
2023 Spr,Nepal,"Vietnam, Canada, Colombia, Japan, Kuwait, Latvia, Moldova, Switzerland, USA",Phan Thanh-Nhien,S Col-SE Ridge,Success,9,1,EVER-231-37,2023,EVER231372023,16,10,1,0,6,0,0.1
2023 Spr,Nepal,"UK, France, USA",Phil Crampton,S Col-SE Ridge,Success,11,,EVER-231-38,2023,EVER231382023,11,5,0,0,6,0,0
2023 Spr,Nepal,"UK, Azerbaijan, Canada, Chile, India, S Africa, USA",Samiur Rashid,S Col-SE Ridge,Success,4,,EVER-231-39,2023,EVER231392023,10,8,0,0,2,0,0
2023 Spr,Nepal,Nepal,Susan Thapa Magar,S Col-SE Ridge,Success,4,,EVER-231-40,2023,EVER231402023,5,2,0,0,3,0,0
2023 Spr,Nepal,"Canada, Finland, France",Nicolas Boily,S Col-SE Ridge,Success,3,,EVER-231-41,2023,EVER231412023,5,3,0,0,2,0,0
2023 Spr,Nepal,Nepal,Lhakpa Sonam Sherpa,S Col-SE Ridge,Success,2,,EVER-231-42,2023,EVER231422023,2,1,0,0,1,0,0
